,full_text,categoria
302,"No entiendo porque por ahi se molestan cuando digo que Ivian era la chacha de Tia Julia. 
Todas las Miss Mundo son las chachas de la Morley y para nadie es un secreto.",apariencia
303,"No mames, imaginate que llega una senora afuera de tu casa y toca la puerta. Te asomas y ves que es Cristina Pacheco que quiere hacerte una entrevista. Y en ese momento te das cuenta que eres un jodido, ?que haces?",apariencia
304,"No quiero caer en la rambuleria, pero... DONDE ESTA EL JODIDO VALE DIGITAL? Nos dan una miseria y aun asi la retrasan, seran bien hijos de puta. Vainas que nada mas pasan aca, como me dueles mi Panama",apariencia
305,@Manufer222 Es tipo esta tan jodido y es lo unico que tiene . Esta peleado con la vida y con sus padres. Mas con su padre que solo expulso medio espermatozoide,apariencia
306,"@MarioLa89585644 @BeatrizGMuller Pues que jodido estas botsillo, tengo el oficio mas bello del.mundo , soy marino mercante. En cambio el tuyo ser solo un servil . Esta bien ya te di de tragar .",apariencia
307,"Nos piden declarar nuestros bienes, sin embargo esta es la garantia que dan sobre nuestra informacion.

?Asi o mas jodido?

https://t.co/H4Hjmg8w48",apariencia
308,"@jdgviles @FunesCartagena @kokyaguilar27  que parte de el termino ""crisis sanitaria"" no entendiste? Yo no aplaudo que el gobierno haga su jodido trabajo con mis impuestos, todas las entidades estan trabajando a como pueden con lo que tienen, y adivina, tambien es tu gobierno  lo quieras o no.",apariencia
309,"@HLGatell En lo que tu debes reflexionar es en que esas caracteristicas de la poblacion mexicana ya se conocian, y en que la estrategia del gobierno contra el COVID-19 ha sido un fracaso. Ya somos el 5o pais mas jodido con esto, y seguimos empeorando.",apariencia
310,"@AletHBas @Yoshio_Lara Jodido su escaso criterio, igual de resentido que esa bola de 4teros",apariencia
311,"@HLGatell En lo que tu debes reflexionar es en que esas caracteristicas de la poblacion mexicana ya se conocian, y en que la estrategia del gobierno contra el COVID-19 ha sido un fracaso. Ya somos el 5o pais mas jodido con esto, y seguimos empeorando.",apariencia
312,Que naco decirle j town a Juarez la neta,apariencia
313,"Me vale madre como lo baile, si le doy pa sus ruffles al guerito https://t.co/YR4eWWRhYC",apariencia
314,"@33_3eusebio @giovutrilla Abrete, pinche naco.",apariencia
315,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
316,"@jokerobrador @lopezobrador_ No mames, de jodido ponte un pantalon mejorcito...ahi en milano vende unos de terlenka que te irian con madre",apariencia
317,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
318,"@_Chxyo Iba a comentar ""me moje"" pero se me hizo muy fuerte, desagradable y naco JAJAJAJAJA:)",apariencia
319,@AntonioAttolini Y a ti te corrio Trump por naco https://t.co/JUlSUk1IvV,apariencia
320,"@Yoshio_Lara

Jodido es, que digan que el 90% de llamadas de auxilio a mujeres son falsas [?]

#Valquirias https://t.co/Ch5BZiUEwg",apariencia
321,"Hasta le van a pagar un Hampton Inn!

Vaya ""dignidad"". Llego pobre, salio jodido. https://t.co/676oTwzcUL",apariencia
322,"@HLGatell En lo que tu debes reflexionar es en que esas caracteristicas de la poblacion mexicana ya se conocian, y en que la estrategia del gobierno contra el COVID-19 ha sido un fracaso. Ya somos el 5o pais mas jodido con esto, y seguimos empeorando.",apariencia
323,"@Yoshio_Lara

Jodido no solo es que gobiernen mal, sino que quieran acabar con la libre expresion, que nos quieran ver la cara de todas sus tranzas como lo de jovenes destruyendo el futuro, por ejemplo 

#Valquirias https://t.co/nAo2QYznpU",apariencia
324,Naco entero recibe a Margarita Cedeno a cacerolazos desde los edificios cuando fue a votar al Colegio San Judas Tadeo. Adentro le gritan #SeVan https://t.co/FuGPA4QQwh,apariencia
325,"no mamen, tengo mi horario de
del sueno bien jodido",apariencia
326,"@HLGatell En lo que tu debes reflexionar es en que esas caracteristicas de la poblacion mexicana ya se conocian, y en que la estrategia del gobierno contra el COVID-19 ha sido un fracaso. Ya somos el 5o pais mas jodido con esto, y seguimos empeorando.",apariencia
327,Regresenme al verano 2019 este esta jodido,apariencia
328,"@AletHBas @Yoshio_Lara Jodido su escaso criterio, igual de resentido que esa bola de 4teros",apariencia
329,"@HLGatell En lo que tu debes reflexionar es en que esas caracteristicas de la poblacion mexicana ya se conocian, y en que la estrategia del gobierno contra el COVID-19 ha sido un fracaso. Ya somos el 5o pais mas jodido con esto, y seguimos empeorando.",apariencia
330,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
331,"Una cosa es imaginarse que alguien esta jodido y otra vivirlo de cerquita. Cobraste tu quincena y pudiste resolver para dos dias la papa, los otros dias tienes que ingeniartelas.
Eso genera un nivel de estres y ansiedad brutal. Como hago ? Es la eterna pregunta.",apariencia
332,Sali jodido la ultima vez que en alguien yo confie,apariencia
333,"Mejor, para que queremos pasar mas verguenzas con ese naco mal educado y corriente que no sabe ni hablar espanol, ojala y ni le hagan caso los medios https://t.co/6t22mbhVO9",apariencia
334,"@ABRAHAM58467152 @TraviesoArce Deja el box, ya te mato tantas neuronas que le cres a #ElCacas.
Cuando te pegue el Parkinson y tu cerebro se haga gelatina te acuerdas que el Pejendejo le dio en la madre al sistema de salud.
El Pejendejo no ha quitado privilegio alguno, pero seguro ya saliste de jodido ?verdad?",apariencia
335,"Una cosa es imaginarse que alguien esta jodido y otra vivirlo de cerquita. Cobraste tu quincena y pudiste resolver para dos dias la papa, los otros dias tienes que ingeniartelas.
Eso genera un nivel de estres y ansiedad brutal. Como hago ? Es la eterna pregunta.",apariencia
336,"@bta_Demian ""Retirarte de aqui naco apestoso, no es lugar para teporochos advenedizos, wakala, ushkaaaaa!!! ",apariencia
337,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
338,"@HLGatell En lo que tu debes reflexionar es en que esas caracteristicas de la poblacion mexicana ya se conocian, y en que la estrategia del gobierno contra el COVID-19 ha sido un fracaso. Ya somos el 5o pais mas jodido con esto, y seguimos empeorando.",apariencia
339,"Jodido es la forma en que @lopezobrador_ tiene a la salud publica y a los Institutos de salud, sin insumos y medicamentos de calidad para enfrentar a la pandemia. 

Sin medicamento para los ninos con cancer. 

Eso es jodido y miserable! 

@Yoshio_Lara https://t.co/ACTzQ8rMZs https://t.co/mPHqkdDo91",apariencia
340,"@HLGatell En lo que tu debes reflexionar es en que esas caracteristicas de la poblacion mexicana ya se conocian, y en que la estrategia del gobierno contra el COVID-19 ha sido un fracaso. Ya somos el 5o pais mas jodido con esto, y seguimos empeorando.",apariencia
341,"Jodido es dividir a los Mexicanos entre jodidos y Fifis, se les olvida que trabajan para TODOS 
@Yoshio_Lara 

#Valquirias https://t.co/OmI4lASvIT",apariencia
342,@orochenajr @pattiortega123 Jajaja!! Ta' Jodido,apariencia
343,Naco entero recibe a Margarita Cedeno a cacerolazos desde los edificios cuando fue a votar al Colegio San Judas Tadeo. Adentro le gritan #SeVan https://t.co/FuGPA4QQwh,apariencia
344,"Jodido es dividir a los Mexicanos entre jodidos y Fifis, se les olvida que trabajan para TODOS 
@Yoshio_Lara 

#Valquirias https://t.co/OmI4lASvIT",apariencia
345," SORTEO BRAWL PASS 
2 x 10$ (Paypal)

[?][?] Requisitos:
 Follow @Naco_BS, @FeliBrawl &amp; @bs_gov
 RT y Like
 Mencionar a 2 amig@s

[?][?] !El 7 de julio los ganadores! https://t.co/4canSUNYkh",apariencia
346,"@Yoshio_Lara jodido es que no sepan gobernar, jodido es que no haya medicamentos para ninos con cancer, jodido es hacer homenajes a pederastas. Eso si es jodido. https://t.co/moyZ9teYxl",apariencia
347,"@javierjimeneza @Betiuskaya @higiniobv29 ?Que se le puede pedir a un pinche naco como este? que no tiene respeto por nada, aprovechando un hecho terrible para llamar chairos (que no tiene ni puta idea del verdadero significado de esa palabra) y ademas solo demuestra el nivel de pendejez que se carga la oposicion.",apariencia
348,"Jodido es la forma en que @lopezobrador_ tiene a la salud publica y a los Institutos de salud, sin insumos y medicamentos de calidad para enfrentar a la pandemia. 

Sin medicamento para los ninos con cancer. 

Eso es jodido y miserable! 

@Yoshio_Lara https://t.co/ACTzQ8rMZs https://t.co/mPHqkdDo91",apariencia
349,"Jodido es dividir a los Mexicanos entre jodidos y Fifis, se les olvida que trabajan para TODOS 
@Yoshio_Lara 

#Valquirias https://t.co/OmI4lASvIT",apariencia
350,"@Yoshio_Lara

Jodido no solo es que gobiernen mal, sino que quieran acabar con la libre expresion, que nos quieran ver la cara de todas sus tranzas como lo de jovenes destruyendo el futuro, por ejemplo 

#Valquirias https://t.co/nAo2QYznpU",apariencia
351,"@Yoshio_Lara A todo le llaman bots, son de carne y hueso y nadie les paga, y jodido que tengamos personas como tu trabajando de funcionarios publicos.",apariencia
352,"@Yoshio_Lara Es muy jodido creer que solo ustedes vienen de abajo, la diferencia es que nosotros queremos salir de ahi sin necesidad de estirar la mano y eso no me quita lo humilde, cuando se habla porque se tiene boca [?][?][?]",apariencia
353,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
354,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
355,"@Yoshio_Lara

Jodido no solo es que gobiernen mal, sino que quieran acabar con la libre expresion, que nos quieran ver la cara de todas sus tranzas como lo de jovenes destruyendo el futuro, por ejemplo 

#Valquirias https://t.co/nAo2QYznpU",apariencia
356,Ya estan llorando las noras que porque me quieren poner en cancha  que nada mas a eso voy al estadio a que me vean  pues de jodido yo si iba.,apariencia
357,"@Yoshio_Lara

Jodido es, que digan que el 90% de llamadas de auxilio a mujeres son falsas [?]

#Valquirias https://t.co/Ch5BZiUEwg",apariencia
358,Mexico jodido https://t.co/XyC0Oopj4p,apariencia
359,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
360,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
361,"El jodido pase de Messi, que locura.",apariencia
362,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
363,Jodido es ser traicionando por un despreciable mitomano que no le importas en lo mas minimo @Yoshio_Lara https://t.co/p2R9iOratG,apariencia
364,"@Yoshio_Lara

Jodido no solo es que gobiernen mal, sino que quieran acabar con la libre expresion, que nos quieran ver la cara de todas sus tranzas como lo de jovenes destruyendo el futuro, por ejemplo 

#Valquirias https://t.co/nAo2QYznpU",apariencia
365,"@Yoshio_Lara

Jodido es, que digan que el 90% de llamadas de auxilio a mujeres son falsas [?]

#Valquirias https://t.co/Ch5BZiUEwg",apariencia
366,"@Yoshio_Lara Es muy jodido creer que solo ustedes vienen de abajo, la diferencia es que nosotros queremos salir de ahi sin necesidad de estirar la mano y eso no me quita lo humilde, cuando se habla porque se tiene boca [?][?][?]",apariencia
367,mi novia me dijo que era bien naco y pues al chile si mami que esperabas,apariencia
368,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
369,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
370,Mexico jodido https://t.co/XyC0Oopj4p,apariencia
371,@MarianaAreli69 Achinga si vienes ayudar a tener limpia la casa no soy tu chacha [?],apariencia
372,"@HLGatell En lo que tu debes reflexionar es en que esas caracteristicas de la poblacion mexicana ya se conocian, y en que la estrategia del gobierno contra el COVID-19 ha sido un fracaso. Ya somos el 5o pais mas jodido con esto, y seguimos empeorando.",apariencia
373,"@Yoshio_Lara jodido es que no sepan gobernar, jodido es que no haya medicamentos para ninos con cancer, jodido es hacer homenajes a pederastas. Eso si es jodido. https://t.co/moyZ9teYxl",apariencia
374,"@AletHBas @Yoshio_Lara Jodido es el pueblo que @lopezobrador_ dana dejandolo sin empleo, gracias a que llevo a la economia a Recesion. 

Gracias a que no quiso apoyar a los que generan el empleo. 

Hoy tenemos 12 millones de hogares sin un sustento. 

Eso es jodido no crees @Yoshio_Lara ?",apariencia
0,acabo de quitarle el dark mode a mi telefono y quede ciego ,discapacidad
1,"@EduMenSNM @lopezobrador_ @GobiernoMX @ChumelTorres La arquitectura me ha ensenado que lo bonito es muy subjetivo, por lo tanto y respetando su punto de vista, ya veremos...dijo el ciego",discapacidad
2,"Que maldita tosudez y soberbia.
Querer frenar los contagios mediante pruebas masivas es como tirar ""palos de ciego"" para pegarle a la pinata.

Habria que hacerse la prueba todos los dias, porque de un dia a otro puede cambiar el resultado.

Irresponsables. https://t.co/aPRhGbQqEI",discapacidad
3,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
4,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
5,"@lopez_cuba @VickydeArma @ElbaBallate @estevez_damiana @MariaSilvita_95 @Guajiritasoy @pereiraraul59 @AleLRoss198 @SalazarGuardado @Vicente73977721 @AzulDeCuba @DavidxCuba @PelaizSacha @CamiloTR85 Amigo @lopez_cuba sin transporte, celular y cojo... no pudieron llegar!!!!
Y nosotros con merienda y aguacate en el Yara!!!!!

#DeZurdaTeam 
#Cuba  https://t.co/ASpQDca06W",discapacidad
6,"@FranUltraputa Cabron, y ese booty que hasta un ciego puede ver?",discapacidad
7,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
8,@Keittlove Es ciego,discapacidad
9,"Mas rapido cae un Obrador que un cojo...
#AMLOWashingtonTeEspera https://t.co/sJhwourWea",discapacidad
10,"@RicardoLaVolpeG Te vas a quedar ciego, Richard.",discapacidad
11,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
12,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
13,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
14,"Mas rapido cae un Obrador que un cojo...
#AMLOWashingtonTeEspera https://t.co/sJhwourWea",discapacidad
15,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
16,Si el amor es ciego debe tener muy buen oido y tacto.,discapacidad
17,Yo cada vez que cojo rabia tambien quiero atentar contra mi pelo.  https://t.co/EQx72DuvQs,discapacidad
18,"Que maldita tosudez y soberbia.
Querer frenar los contagios mediante pruebas masivas es como tirar ""palos de ciego"" para pegarle a la pinata.

Habria que hacerse la prueba todos los dias, porque de un dia a otro puede cambiar el resultado.

Irresponsables. https://t.co/aPRhGbQqEI",discapacidad
19,"Que maldita tosudez y soberbia.
Querer frenar los contagios mediante pruebas masivas es como tirar ""palos de ciego"" para pegarle a la pinata.

Habria que hacerse la prueba todos los dias, porque de un dia a otro puede cambiar el resultado.

Irresponsables. https://t.co/aPRhGbQqEI",discapacidad
20,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
21,"@KC_Castellon @Avendano_cr Viejo, vea el video y cuente las salas y las camas y me cuenta. Lo mismo le digo, no sea ciego",discapacidad
22,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
23,@lilianafranco20 @nayamanzano Hay 4 detenidos y el Juez de la causa informo todo. Estan muy claros los moviles del crimen. No hay peor ciego que quien no quiere ver,discapacidad
24,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
25,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
26,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
27,"Que maldita tosudez y soberbia.
Querer frenar los contagios mediante pruebas masivas es como tirar ""palos de ciego"" para pegarle a la pinata.

Habria que hacerse la prueba todos los dias, porque de un dia a otro puede cambiar el resultado.

Irresponsables. https://t.co/aPRhGbQqEI",discapacidad
28,"Mas rapido cae un Obrador que un cojo...
#AMLOWashingtonTeEspera https://t.co/sJhwourWea",discapacidad
29,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
30,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
31,"Mas rapido cae un Obrador que un cojo...
#AMLOWashingtonTeEspera https://t.co/sJhwourWea",discapacidad
32,"@LePonemosCartel A messi siempre le han hecho entradas violentas q de no ser x sus regates ese cabron hace anos fuera invalido. Si hubo pisoton, hasta un ciego lo veria. La accion fue involuntaria pues tenia q apoyarce en el piso, la mala fortuna q el pie del otro estaba alli",discapacidad
33,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
34,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
35,"@AngelAguirreGro @CiroGomezL Tendra algo que ver con cierta *verdad historica"" esto? o simplemente estara en las islas Caiman recomendado por @CiroGomezL pues ahora si que ya veremos dijo el ciego (por favor congelenle las cuentas por aquello de las rechifladas dudas)",discapacidad
36,"Que maldita tosudez y soberbia.
Querer frenar los contagios mediante pruebas masivas es como tirar ""palos de ciego"" para pegarle a la pinata.

Habria que hacerse la prueba todos los dias, porque de un dia a otro puede cambiar el resultado.

Irresponsables. https://t.co/aPRhGbQqEI",discapacidad
37,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
38,"Mas rapido cae un Obrador que un cojo...
#AMLOWashingtonTeEspera https://t.co/sJhwourWea",discapacidad
39,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
40,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
41,"@IrvingGatell Como dice un dicho popular ""La culpa no es del ciego, sino de quien le da el garrote""",discapacidad
42,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
43,"Que maldita tosudez y soberbia.
Querer frenar los contagios mediante pruebas masivas es como tirar ""palos de ciego"" para pegarle a la pinata.

Habria que hacerse la prueba todos los dias, porque de un dia a otro puede cambiar el resultado.

Irresponsables. https://t.co/aPRhGbQqEI",discapacidad
44,"@AdieMite @epigmenioibarra @lopezobrador_ En el debate de las ideas cada quien las toma como quiere, pero yo no seria tan intolerante como para decir que tu estas ciego y sordo por no pensar como yo, pero coincido contigo que los corruptos y vende patrias de Bartlet, Ackerman, Sandoval, Robledo y otros estan alborotados",discapacidad
45,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
46,"@berthamariaD @CONANCASTRO2 @ARENAfraccion @gpfmln Arena ,el fmln y sus compinches son los que pagaran la factura, el pueblo no es ciego",discapacidad
47,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
48,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
49,"Man que pereza me dan los pro vida, yo con esa gente no cojo lucha, me da igual si manera de pensar, porque yo por ellos no cambiare absolutamente nada de lo que creo, que perezaa!",discapacidad
50,"@GlassMoon67 @labananasad Me da mucha risa este tipo de cosas a todo le quieren encontrar un fallo hasta ""su respiracion es falsa"". No hay peor ciego como el que no quiere ver.",discapacidad
51,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
52,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
53,"@RicardoAlex1974 @gpelizarraga @MartinA_Solorio @losangelespress @_VicenteSerrano Y que parte tu no entiendes que el que acusa tiene que probar, si no queda como simple calumnia? Y que parte no entendiste que la Sra Guadalupe no solo compartio, sino que tambien juzgo a titulo personal, estas ciego pedazo de pelmazo?",discapacidad
54,El 7 de octubre de 2015 presente este libro. Fue mi inicio en el plan de editor independiente de Libra Libros Proyectos fuera de las ramas expoliadoras de un animalito ciego. https://t.co/a3j8wEMfzO,discapacidad
55,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
56,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
57,@tiredofthinkin_ @Jorge110798 @CuentaMister @naxotellado si con esta no lo ve es que un poco ciego a simple vista ya se ve https://t.co/nQU4pvPjFZ,discapacidad
58,"@EquipoTrump @realDonaldTrump 100?????? Telemundo esta ciego ,,, no saben contar jejejej ,,, siempre tergiversando las noticias y a cotejandolas a su manera ,,,, #boicotNoViewsTelemundo...",discapacidad
59,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
60,"Mas rapido cae un Obrador que un cojo...
#AMLOWashingtonTeEspera https://t.co/sJhwourWea",discapacidad
61,"@RicardoAlex1974 @gpelizarraga @MartinA_Solorio @losangelespress @_VicenteSerrano Y que parte tu no entiendes que el que acusa tiene que probar, si no queda como simple calumnia? Y que parte no entendiste que la Sra Guadalupe no solo compartio, sino que tambien juzgo a titulo personal, estas ciego pedazo de pelmazo?",discapacidad
62,@romanjoseduque @PoleoRafael LO HAN DICHO DE MIL MANERAS Y LO RATIFICA OTRO DE LOS APATRIDAS NI POR LAS BUENAS NI POR LAS MALAS...SOLO NOS QUEDA SACARLOS PERO A PLOMO ...EL QUE NO LO ENTIENDA ES PORQUE ESTA SORDO Y CIEGO...,discapacidad
63,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
64,"#honduras informan que arroba de frijoles a 130.00 , cuantos quintales cosecharon las FFAA con los 4,000millones? "" donde esta el dinero "" sera que el FONAC tenia la veeduria? Asi como la tuvo en Invest? Que pena Omar, no hay peor ciego que el que no quiere ver! Pobre pueblo!!!!!",discapacidad
65,@PaezReconcilia @joseplay999 @johnpulaski8 Ciego dice... Jajajajajaja ni sabe de quienes hablo,discapacidad
66,"Mas rapido cae un Obrador que un cojo...
#AMLOWashingtonTeEspera https://t.co/sJhwourWea",discapacidad
67,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
68,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
69,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
70,"@ErickRSalguero Hay senor, ubiquese mejor. Creen que estamos en el pais de las Maravillas como vivia el nuegado. Si esa universidad ni facultad de medicina tiene. Un ciego guiando a otro ciego.",discapacidad
71,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
72,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
73,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
74,"RT MILLONES PLIS  Este Lomito tan galan, se llama Miguel y esta buscando casa en #Veracruz 

Ademas de tener un gran corazon, es ciego, por lo que va a necesitar mucho carino y humanos que lo acompanen 

Informes al 2291439122  https://t.co/nB4itdHfap",discapacidad
75,"@RicardoAlex1974 @gpelizarraga @MartinA_Solorio @losangelespress @_VicenteSerrano Y que parte tu no entiendes que el que acusa tiene que probar, si no queda como simple calumnia? Y que parte no entendiste que la Sra Guadalupe no solo compartio, sino que tambien juzgo a titulo personal, estas ciego pedazo de pelmazo?",discapacidad
76,Tengo una playlist bien verga para cojer y ni cojo ,discapacidad
